name#state#district#parties#year#votes
Capuano, Michael E.#MA#8#Democratic#2006#125515
Garza, Laura#MA#8#Socialist Workers Party#2006#12449
Lynch, Stephen F.#MA#9#Democratic#2006#169420
Robinson, Jack E.#MA#9#Republican#2006#47114
Delahunt, William D.#MA#10#Democratic#2006#171812
Beatty, Jeffrey K.#MA#10#Republican#2006#78439
White, Peter A.#MA#10#Independent#2006#16808
Stupak, Bart#MI#1#Democratic#2006#180448
Hooper, Don#MI#1#Republican#2006#72753
Warren, Joshua J.#MI#1#U.S. Taxpayers#2006#2278
Newland, David J.#MI#1#Green#2006#2252
Proctor, Ken#MI#1#Libertarian#2006#2196
Hoekstra, Peter#MI#2#Republican#2006#183006
Kotos, Kimon#MI#2#Democratic#2006#86950
Graeser, Ronald E.#MI#2#U.S. Taxpayers#2006#2720
Van Til, Steven#MI#2#Libertarian#2006#2718
Ehlers, Vernon J.#MI#3#Republican#2006#171212
Rinck, James R.#MI#3#Democratic#2006#93846
Steinport, Jeff A.#MI#3#Libertarian#2006#3702
Gurk, Rodger#MI#3#Green#2006#2592
Camp, Dave#MI#4#Republican#2006#160041
Huckleberry, Mike#MI#4#Democratic#2006#100260
Emerick, John#MI#4#U.S. Taxpayers#2006#2003
Hren, Allitta#MI#4#Libertarian#2006#1941
Kildee, Dale E.#MI#5#Democratic#2006#176171
Klammer, Eric J.#MI#5#Republican#2006#60967
Mathenia, Ken#MI#5#Green#2006#2294
Samoranski, Steve, II#MI#5#Libertarian#2006#2259
Upton, Fred#MI#6#Republican#2006#142125
Clark, Kim#MI#6#Democratic#2006#88978
Howe, Kenneth E.#MI#6#Libertarian#2006#3480
Walberg, Tim#MI#7#Republican#2006#122348
Renier, Sharon Marie#MI#7#Democratic#2006#112665
Hutchinson, Robert L.#MI#7#Libertarian#2006#3788
Horn, David#MI#7#U.S. Taxpayers#2006#3611
Schwarz, Joe#MI#7#Write-In#2006#2614
Rogers, Mike#MI#8#Republican#2006#157237
Marcinkowski, Jim#MI#8#Democratic#2006#122107
Gach, Dick#MI#8#Libertarian#2006#2765
Stuttman, Aaron#MI#8#Green#2006#2362
Knollenberg, Joe#MI#9#Republican#2006#142390
Skinner, Nancy#MI#9#Democratic#2006#127620
Goodman, Adam#MI#9#Libertarian#2006#3702
Abel, Matthew R.#MI#9#Green#2006#2468
Miller, Candice S.#MI#10#Republican#2006#179072
Denison, Robert#MI#10#Democratic#2006#84689
Byrne, Mark#MI#10#Libertarian#2006#2875
Caveny, Candace Ruth#MI#10#Green#2006#1897
Gualdoni, Richard F.#MI#10#U.S. Taxpayers#2006#1888
McCotter, Thaddeus G.#MI#11#Republican#2006#143658
Trupiano, Tony#MI#11#Democratic#2006#114248
Tatar, John T.#MI#11#Libertarian#2006#4340
Tackett, Charles E.#MI#11#U.S. Taxpayers#2006#3538
Levin, Sander#MI#12#Democratic#2006#168494
Shafer, Randell J.#MI#12#Republican#2006#62689
Lecureaux, Andy#MI#12#Libertarian#2006#3259
Townsend, Les#MI#12#U.S. Taxpayers#2006#2076
White, Jerome S.#MI#12#No Party Affiliation#2006#1862
Myatt, Art#MI#12#Green#2006#1735
Kilpatrick, Carolyn Cheeks#MI#13#Democratic#2006#126308
Davenport, John#MI#13#Write-In#2006#15
Conyers, John, Jr.#MI#14#Democratic#2006#158755
Miles, Chad#MI#14#Republican#2006#27367
Dingell, John D.#MI#15#Democratic#2006#181946
Smith, Aimee#MI#15#Green#2006#9447
Stempfle, Gregory#MI#15#Libertarian#2006#8410
Czak, Robert F.#MI#15#U.S. Taxpayers#2006#7064
Fundarski, Mario#MI#15#Write-In#2006#1
Walz, Tim#MN#1#Democratic-Farmer-Labor#2006#141556
Gutknecht, Gil#MN#1#Republican#2006#126486
Williams, Stephen#MN#1#Write-In#2006#4
Kline, John#MN#2#Republican#2006#163269
Rowley, Coleen#MN#2#Democratic-Farmer-Labor#2006#116343
Williams, Douglas#MN#2#Independence#2006#10802
Ramstad, Jim#MN#3#Republican#2006#184333
Wilde, Wendy#MN#3#Democratic-Farmer-Labor#2006#99588
McCollum, Betty#MN#4#Democratic-Farmer-Labor#2006#172096
Sium, Obi#MN#4#Republican#2006#74797
Fiske, Tom#MN#4#Write-In#2006#1
Ellison, Keith#MN#5#Democratic-Farmer-Labor#2006#136060
Fine, Alan#MN#5#Republican#2006#52263
Lee, Tammy#MN#5#Independence#2006#51456
Pond, Jay#MN#5#Green#2006#4792
Bachmann, Michele#MN#6#Republican#2006#151248
Wetterling, Patty#MN#6#Democratic-Farmer-Labor#2006#127144
Binkowski, John Paul#MN#6#Independence#2006#23557
Peterson, Collin C.#MN#7#Democratic-Farmer-Labor#2006#179164
Barrett, Michael J.#MN#7#Republican#2006#74557
Lucier, Ken#MN#7#Constitution#2006#3303
Oberstar, James L.#MN#8#Democratic-Farmer-Labor#2006#180670
Grams, Rod#MN#8#Republican#2006#97683
Welty, Harry#MN#8#Unity#2006#5508
Wicker, Roger F.#MS#1#Republican#2006#95098
Hurt, James K. (Ken)#MS#1#Democratic#2006#49174
Thompson, Bennie G.#MS#2#Democratic#2006#100160
Brown, Yvonne R.#MS#2#Republican#2006#55672
Pickering, Chip#MS#3#Republican#2006#125421
Giles, Jim#MS#3#Independent#2006#25999
Magee, Lamonica L.#MS#3#Reform#2006#10060
Taylor, Gene#MS#4#Democratic#2006#110996
McDonnell, Randy#MS#4#Republican#2006#28117
Clay, Lacy#MO#1#Democratic#2006#141574
Byrne, Mark J.#MO#1#Republican#2006#47893
Cunningham, Robb E.#MO#1#Libertarian#2006#4768
Akin, Todd#MO#2#Republican#2006#176452
Weber, George D.#MO#2#Democratic#2006#105242
Millay, Tamara A.#MO#2#Libertarian#2006#5923
Carnahan, Russ#MO#3#Democratic#2006#145219
Bertelsen, David#MO#3#Republican#2006#70189
Christophel, R.#MO#3#Libertarian#2006#4213
Sladky, David#MO#3#Progressive#2006#1827
Skelton, Ike#MO#4#Democratic#2006#159303
Noland, James A. (Jim)#MO#4#Republican#2006#69254
Holthouse, Bryce A.#MO#4#Libertarian#2006#4479
Ivey, Melinda (Mel)#MO#4#Progressive#2006#2459
Palmer, Jerry L.#MO#4#Write-In#2006#30
Cleaver, Emanuel, II#MO#5#Democratic#2006#136149
Turk, Jacob#MO#5#Republican#2006#68456
Langkraehr, Randall David (Randy)#MO#5#Libertarian#2006#7314
Graves, Sam#MO#6#Republican#2006#150882
Shettles, Sara Jo#MO#6#Democratic#2006#87477
Buck, Erik#MO#6#Libertarian#2006#4757
Yurkonis, Shirley A.#MO#6#Progressive#2006#1679
Blunt, Roy#MO#7#Republican#2006#160942
Truman, Jack#MO#7#Democratic#2006#72592
Craig, Kevin#MO#7#Libertarian#2006#7566
Miller, Glenn#MO#7#Write-In#2006#23
Emerson, Jo Ann#MO#8#Republican#2006#156164
Hambacker, Veronica J.#MO#8#Democratic#2006#57557
McCullough, Branden C.#MO#8#Libertarian#2006#4268
Hulshof, Kenny C.#MO#9#Republican#2006#149114
Burghard, Duane N.#MO#9#Democratic#2006#87145
Hedrick, Steven R.#MO#9#Libertarian#2006#3925
Hastings, Bill#MO#9#Progressive#2006#2487
Rehberg, Denny#MT#0#Republican#2006#239124
Lindeen, Monica J.#MT#0#Democratic#2006#158916
Fellows, Mike#MT#0#Libertarian#2006#8085
Wlaysewski, Walter Michael#MT#0#Write-In#2006#9
Nelson, Ben#NE#S#Democratic#2006#378388
Ricketts, Pete#NE#S#Republican#2006#213928
Fortenberry, Jeff#NE#1#Republican#2006#121015
Moul, Maxine B.#NE#1#Democratic#2006#86360
Terry, Lee#NE#2#Republican#2006#99475
Esch, Jim#NE#2#Democratic#2006#82504
Smith, Adrian#NE#3#Republican#2006#113687
Kleeb, Scott#NE#3#Democratic#2006#93046
Berkley, Shelley#NV#1#Democratic#2006#85025
Wegner, Kenneth#NV#1#Republican#2006#40917
Duensing, Jim#NV#1#Libertarian#2006#2843
Roberts, Darnell#NV#1#Independent American#2006#2339
Heller, Dean#NV#2#Republican#2006#117168
Derby, Jill#NV#2#Democratic#2006#104593
Rosen, Daniel#NV#2#Independent#2006#5524
Kroshus, James C.#NV#2#Independent American#2006#5439
Porter, Jon#NV#3#Republican#2006#102232
Hafen, Tessa M.#NV#3#Democratic#2006#98261
Hansen, Joshua#NV#3#Independent American#2006#5329
Silvestri, Joseph P.#NV#3#Libertarian#2006#5157
Shea-Porter, Carol#NH#1#Democratic#2006#100691
Bradley, Jeb#NH#1#Republican#2006#95527
Hodes, Paul W.#NH#2#Democratic#2006#108743
Bass, Charles#NH#2#Republican#2006#94088
"Blevens,""Ken"""#NH#2#Libertarian#2006#3305
Andrews, Robert E.#NJ#1#Democratic#2006#140110
LoBiondo, Frank A.#NJ#2#Republican#2006#111245
Thomas-Hughes, Viola#NJ#2#Democratic#2006#64279
Mullock, Robert E.#NJ#2#Preserve Green Space#2006#3071
Merle, Lynn#NJ#2#A New Direction#2006#992
Norwood, Willie#NJ#2#Socialist Party USA#2006#385
Fanslau, Thomas#NJ#2#We The People#2006#603
Saxton, Jim#NJ#3#Republican#2006#122559
Sexton, Rich#NJ#3#Democratic#2006#86113
Feduniewicz, Ken#NJ#3#The Patriot Movement#2006#1179
Smith, Christopher H.#NJ#4#Republican#2006#124482
Gay, Carol E.#NJ#4#Democratic#2006#62905
Edgar, Richard#NJ#4#Libertarian#2006#1539
Wary, Louis B., Jr.#NJ#4#Remove Medical Negligence#2006#614
Garrett, Scott#NJ#5#Republican#2006#112142
Aronsohn, Paul#NJ#5#Democratic#2006#89503
Fretz, R. Matthew#NJ#5#An Independent Voice#2006#2597
Pallone, Frank, Jr.#NJ#6#Democratic#2006#98615
Bellew, Leigh-Ann#NJ#6#Republican#2006#43539
Tarbous, Herbert L.#NJ#6#Diversity Is Strength#2006#1619
Ferguson, Mike#NJ#7#Republican#2006#98399
Stender, Linda#NJ#7#Democratic#2006#95454
Abrams, Thomas D.#NJ#7#Withdraw Troops Now#2006#3176
Young, Darren#NJ#7#Libertarian#2006#2046
Pascrell, Bill, Jr.#NJ#8#Democratic#2006#97568
Sandoval, Jose M.#NJ#8#Republican#2006#39053
Jasikoff, Lou#NJ#8#Libertarian#2006#1018
Rothman, Steven R.#NJ#9#Democratic#2006#105853
Micco, Vincent#NJ#9#Republican#2006#40879
Jarvis, Michael#NJ#9#The Moderate Choice#2006#1363
Payne, Donald M.#NJ#10#Democratic#2006#90264
Frelinghuysen, Rodney#NJ#11#Republican#2006#126085
Wyka, Tom#NJ#11#Democratic#2006#74414
Roth, Richard S.#NJ#11#Libertarian#2006#1730
Mele, John#NJ#11#Constitution#2006#842
Holt, Rush#NJ#12#Democratic#2006#125468
Sinagra, Joseph S.#NJ#12#Republican#2006#65509
Sires, Albio#NJ#13#Democratic#2006#77238
Guarini, John J.#NJ#13#Republican#2006#19284
Williams, Brian#NJ#13#Socialist Workers Party#2006#1049
Shaw, Herbert H.#NJ#13#Politicians Are Crooks#2006#998
Hester, Dick#NJ#13#Pro Life Conservative#2006#586
Zaklama, Esmat#NJ#13#The American Party#2006#475
Wilson, Heather A.#NM#1#Republican#2006#105986
Madrid, Patricia A.#NM#1#Democratic#2006#105125
Pearce, Steve#NM#2#Republican#2006#92620
Kissling, Albert D.#NM#2#Democratic#2006#63119
Burk, C. Dean#NM#2#Write-In#2006#135
Udall, Tom#NM#3#Democratic#2006#144880
Dolin, Ronald M.#NM#3#Republican#2006#49219
Bishop, Timothy H.#NY#1#Democratic,Independence,Working Families#2006#104360
Zanzi, Italo A.#NY#1#Republican,Conservative#2006#63328
Israel, Steve J.#NY#2#Democratic,Independence,Working Families#2006#105276
Bugler, John W.#NY#2#Republican,Conservative#2006#44212
King, Peter T.#NY#3#Republican,Conservative,Independence#2006#101787
Mejias, David L.#NY#3#Democratic,Working Families#2006#79843
McCarthy, Carolyn#NY#4#Democratic,Independence,Working Families#2006#101861
Blessinger, Martin W.#NY#4#Republican,Conservative#2006#55050
Ackerman, Gary L.#NY#5#Democratic,Independence,Working Families#2006#77190
Meeks, Gregory W.#NY#6#Democratic#2006#69405
Crowley, Joseph#NY#7#Democratic,Working Families#2006#63997
Brawley, Kevin#NY#7#Republican,Conservative#2006#12220
Nadler, Jerrold L.#NY#8#Democratic,Working Families#2006#108536
Friedman, Eleanor#NY#8#Republican#2006#17413
Adornato, Dennis E.#NY#8#Conservative#2006#1673
Weiner, Anthony D.#NY#9#Democratic,Working Families#2006#71762
Towns, Edolphus#NY#10#Democratic#2006#72171
Anderson, Jonathan H.#NY#10#Republican#2006#4666
Johnson, Ernest#NY#10#Conservative#2006#1470
Clarke, Yvette D.#NY#11#Democratic,Working Families#2006#88334
Finger, Stephen#NY#11#Republican,Libertarian#2006#7447
Blume, Marianna#NY#11#Conservative#2006#1325
McClean, Ollie M.#NY#11#Freedom#2006#996
Velazquez, Nydia M.#NY#12#Democratic,Working Families#2006#62847
Romaguera, Allan E.#NY#12#Republican,Conservative#2006#7182
Fossella, Vito#NY#13#Republican,Conservative,Independence#2006#59334
Harrison, Stephen A.#NY#13#Democratic,Working Families#2006#45131
Maloney, Carolyn B.#NY#14#Democratic,Working Families,Independence#2006#119582
Maio, Danniel#NY#14#Republican#2006#21969
Rangel, Charles B.#NY#15#Democratic,Working Families#2006#103916
Daniels, Edward#NY#15#Republican#2006#6592
Serrano, Jose E.#NY#16#Democratic,Working Families#2006#56124
Mohamed, Ali#NY#16#Republican,Conservative#2006#2759
Engel, Eliot L.#NY#17#Working Families,Democratic#2006#93614
Faulkner, Jim#NY#17#Republican,Conservative,Independence#2006#28842
Lowey, Nita M.#NY#18#Democratic,Working Families#2006#124256
Hoffman, Richard A.#NY#18#Conservative,Republican#2006#51450
Hall, John#NY#19#Democratic#2006#100119
Kelly, Sue W.#NY#19#Republican,Conservative,Independence#2006#95359
Gillibrand, Kirsten E.#NY#20#Democratic,Working Families#2006#125168
Sweeney, John E.#NY#20#Republican,Conservative,Independence#2006#110554
McNulty, Michael R.#NY#21#Democratic,Independence,Conservative,Working Families#2006#167604
Redlich, Warren#NY#21#Republican#2006#46752
Hinchey, Maurice D.#NY#22#Democratic,Independence,Working Families#2006#121683
McHugh, John M.#NY#23#Republican,Independence,Conservative#2006#106781
Johnson, Robert J.#NY#23#Democratic,Working Families#2006#62318
Arcuri, Michael A.#NY#24#Democratic,Independence,Working Families#2006#109686
Meier, Raymond A.#NY#24#Republican,Conservative#2006#91504
Sylvia, Michael J., III#NY#24#Libertarian#2006#2134
Maffei, Dan#NY#25#Democratic,Working Families#2006#107108
Walsh, James T.#NY#25#Republican,Independence,Conservative#2006#110525
Reynolds, Thomas M.#NY#26#Republican,Conservative#2006#109257
Davis, Jack#NY#26#Democratic,Independence,Working Families#2006#100914
Higgins, Brian M.#NY#27#Democratic,Independence,Working Families#2006#140027
McHale, Michael J.#NY#27#Republican#2006#36614
Slaughter, Louise M.#NY#28#Democratic,Independence,Working Families#2006#106386
Donnelly, John E.#NY#28#Republican,Conservative#2006#40844
Massa, Eric J.#NY#29#Democratic,Working Families#2006#100044
Kuhl, John Randy, Jr.#NY#29#Republican,Conservative,Independence#2006#106077
Butterfield, G.K.#NC#1#Democratic#2006#82510
Etheridge, Bob#NC#2#Democratic#2006#85993
Mansell, Dan#NC#2#Republican#2006#43271
Jones, Walter B.#NC#3#Republican#2006#99519
Weber, Craig#NC#3#Democratic#2006#45458
Price, David#NC#4#Democratic#2006#127340
Acuff, Steve#NC#4#Republican#2006#68599
Foxx, Virginia#NC#5#Republican#2006#96138
Sharpe, Roger#NC#5#Democratic#2006#72061
Coble, Howard#NC#6#Republican#2006#108433
Blake, Rory#NC#6#Democratic#2006#44661
McIntyre, Mike#NC#7#Democratic#2006#101787
Davis, Shirley#NC#7#Republican#2006#38033
Hayes, Robert C. 'Robin'#NC#8#Republican#2006#60926
Kissell, Larry#NC#8#Democratic#2006#60597
Myrick, Sue#NC#9#Republican#2006#106206
Glass, Bill#NC#9#Democratic#2006#53437
McHenry, Patrick#NC#10#Republican#2006#94179
Carsner, Richard#NC#10#Democratic#2006#58214
Shuler, Heath#NC#11#Democratic#2006#124972
Taylor, Charles H.#NC#11#Republican#2006#107342
Watt, Mel#NC#12#Democratic#2006#71345
Fisher, Ada M.#NC#12#Republican#2006#35127
Miller, Brad#NC#13#Democratic#2006#98540
Robinson, Vernon#NC#13#Republican#2006#56120
Pomeroy, Earl#ND#0#Democratic-Nonpartisan League#2006#142934
Mechtel, Matt#ND#0#Republican#2006#74687
Chabot, Steve#OH#1#Republican#2006#105680
Cranley, John#OH#1#Democratic#2006#96584
Schmidt, Jean#OH#2#Republican#2006#120112
Wulsin, Victoria#OH#2#Democratic#2006#117595
Noy, Nathan#OH#2#Write-In#2006#298
Condit, James J., Jr.#OH#2#Write-In#2006#76
Turner, Michael R.#OH#3#Republican#2006#127978
Chema, Richard#OH#3#Democratic#2006#90650
Jordan, Jim#OH#4#Republican#2006#129958
Siferd, Richard E.#OH#4#Democratic#2006#86678
Gillmor, Paul E.#OH#5#Republican#2006#129813
Weirauch, Robin#OH#5#Democratic#2006#98544
Wilson, Charles A., Jr.#OH#6#Write-In,Democratic,Democratic#2006#135628
Blasdel, Chuck#OH#6#Republican#2006#82848
Hobson, Dave#OH#7#Republican#2006#137899
Conner, William R.#OH#7#Democratic#2006#89579
Boehner, John A.#OH#8#Republican#2006#136863
Meier, Mort#OH#8#Democratic#2006#77640
Kaptur, Marcy#OH#9#Democratic#2006#153880
Leavitt, Bradley S.#OH#9#Republican#2006#55119
Kucinich, Dennis J.#OH#10#Democratic#2006#138393
Dovilla, Michael D.#OH#10#Republican#2006#69996
Jones, Stephanie Tubbs#OH#11#Democratic#2006#146799
String, Lindsey N.#OH#11#Republican#2006#29125
Tiberi, Pat#OH#12#Republican#2006#145943
Shamansky, Bob#OH#12#Democratic#2006#108746
Sutton, Betty#OH#13#Democratic#2006#135639
Foltin, Craig#OH#13#Republican#2006#85922
LaTourette, Steven C.#OH#14#Republican#2006#144069
Katz, Lewis R.#OH#14#Democratic#2006#97753
Lange, Werner J.#OH#14#Independent#2006#8500
Pryce, Deborah#OH#15#Republican#2006#110714
Kilroy, Mary Jo#OH#15#Democratic#2006#109659
Buckel, Bill#OH#15#Write-In#2006#194
Regula, Ralph#OH#16#Republican#2006#137167
Shaw, Thomas#OH#16#Democratic#2006#97955
Ryan, Tim#OH#17#Democratic#2006#170369
Manning, Don, II#OH#17#Write-In,Republican,Republican#2006#41925
Space, Zack#OH#18#Democratic#2006#129646
Padgett, Joy#OH#18#Republican#2006#79259
Sullivan, John#OK#1#Republican#2006#116920
Gentges, Alan#OK#1#Democratic#2006#56724
Wortman, Bill#OK#1#Independent#2006#10085
Boren, Dan#OK#2#Democratic#2006#122347
Miller, Patrick K.#OK#2#Republican#2006#45861
Lucas, Frank D.#OK#3#Republican#2006#128042
Barton, Sue#OK#3#Democratic#2006#61749
Cole, Tom#OK#4#Republican#2006#118266
Spake, Hal#OK#4#Democratic#2006#64775
Fallin, Mary#OK#5#Republican#2006#108936
Hunter, David#OK#5#Democratic#2006#67293
Woodson, Matthew Horton#OK#5#Independent#2006#4196
Wu, David#OR#1#Democratic#2006#169409
Kitts, Derrick#OR#1#Republican#2006#90904
Davis, Drake#OR#1#Libertarian#2006#4497
Wolf, Dean#OR#1#Constitution#2006#4370
Walden, Greg#OR#2#Republican#2006#181529
Voisin, Carol#OR#2#Democratic#2006#82484
Brown, Jack Alan, Jr.#OR#2#Constitution#2006#7193
Blumenauer, Earl#OR#3#Democratic#2006#186380
Broussard, Bruce#OR#3#Write-In,Republican,Republican#2006#59529
Brownlow, David#OR#3#Constitution#2006#7003
DeFazio, Peter A.#OR#4#Democratic#2006#180607
Feldkamp, Jim#OR#4#Republican#2006#109105
Hooley, Darlene#OR#5#Democratic#2006#146973
Erickson, Mike#OR#5#Republican#2006#116424
Aranas, Paul#OR#5#Pacific Green#2006#4194
Patterson, Douglas#OR#5#Constitution#2006#4160
Brady, Robert A.#PA#1#Democratic#2006#137987
Fattah, Chaka#PA#2#Democratic#2006#165867
Gessner, Michael#PA#2#Republican#2006#17291
Baker, David G.#PA#2#Green#2006#4125
English, Phil#PA#3#Republican#2006#108525
Porter, Steven#PA#3#Democratic#2006#85110
Hagberg, Timothy J.#PA#3#Constitutional#2006#8706
Altmire, Jason#PA#4#Democratic#2006#131847
Hart, Melissa A.#PA#4#Republican#2006#122049
Peterson, John E.#PA#5#Republican#2006#115126
Hilliard, Donald L.#PA#5#Democratic#2006#76456
Gerlach, Jim#PA#6#Republican#2006#121047
Murphy, Lois#PA#6#Democratic#2006#117892
Sestak, Joe#PA#7#Democratic#2006#147898
Weldon, Curt#PA#7#Republican#2006#114426
Murphy, Patrick J.#PA#8#Democratic#2006#125656
Fitzpatrick, Michael G.#PA#8#Republican#2006#124138
Shuster, Bill#PA#9#Republican#2006#121069
Barr, Tony#PA#9#Write-In,Democratic,Democratic#2006#79610
Carney, Christopher#PA#10#Democratic#2006#110115
Sherwood, Don#PA#10#Republican#2006#97862
Kanjorski, Paul E.#PA#11#Democratic#2006#134340
Leonardi, Joseph F.#PA#11#Republican#2006#51033
Murtha, John P.#PA#12#Democratic#2006#123472
Irey, Diana#PA#12#Republican#2006#79612
Schwartz, Allyson#PA#13#Democratic#2006#147368
Bhakta, Raj Peter#PA#13#Republican#2006#75492
Doyle, Mike#PA#14#Democratic#2006#161075
North, Titus#PA#14#Green#2006#17720
Dent, Charles W.#PA#15#Republican#2006#106153
Dertinger, Charles#PA#15#Write-In,Democratic,Democratic#2006#86186
Browne, Greta#PA#15#Green#2006#5802
Pitts, Joseph R.#PA#16#Republican#2006#115741
Herr, Lois K.#PA#16#Democratic#2006#80915
Murphy, John A.#PA#16#Independent#2006#7958
Holden, Tim#PA#17#Democratic#2006#137253
Wertz, Matthew A.#PA#17#Republican#2006#75455
Murphy, Tim#PA#18#Republican#2006#144632
Kluko, Chad#PA#18#Democratic#2006#105419
Avillo, Philip J., Jr.#PA#19#Democratic#2006#74625
Platts, Todd#PA#19#Republican#2006#142512
Maitland, Derf W.#PA#19#Green#2006#5640
Kennedy, Patrick J.#RI#1#Democratic#2006#124676
Scott, Jonathan P.#RI#1#Republican#2006#41856
Capalbo, Kenneth A.#RI#1#Independent#2006#13638
Duck, Donald#RI#1#Write-In#2006#5
Kennedy, Patrick#RI#1#Write-In#2006#5
Driver, Rod#RI#1#Write-In#2006#5
Langevin, James R.#RI#2#Democratic#2006#140352
Driver, Rod#RI#2#Independent#2006#52743
Laffey, Steve#RI#2#Write-In#2006#44
Lawless, Jennifer#RI#2#Write-In#2006#21
No One#RI#2#Write-In#2006#10
Healey, Robert#RI#2#Write-In#2006#9
Mouse, Mickey#RI#2#Write-In#2006#7
Chaffee, John#RI#2#Write-In#2006#6
Duck, Donald#RI#2#Write-In#2006#5
Brown, Henry#SC#1#Republican#2006#115766
Maatta, Randy#SC#1#Democratic,Working Families#2006#73218
Dunn, James E.#SC#1#Green#2006#4287
Wilson, Joe#SC#2#Republican#2006#127811
Ellisor, Michael Ray#SC#2#Democratic#2006#76090
Barrett, J. Gresham#SC#3#Republican#2006#111882
Ballenger, Lee#SC#3#Democratic,Working Families#2006#66039
Inglis, Bob#SC#4#Republican#2006#115553
Griffith, William Griff#SC#4#Democratic#2006#57490
Cobin, John#SC#4#Libertarian#2006#4467
Walters, C. Faye#SC#4#Green#2006#2336
Spratt, John#SC#5#Democratic#2006#99669
Norman, Ralph#SC#5#Republican#2006#75422
"Clyburn, James E. ""Jim"""#SC#6#Democratic#2006#100213
McLeod, Gary#SC#6#Republican#2006#53181
Williams, Antonio#SC#6#Green#2006#2224
Herseth, Stephanie#SD#0#Democratic#2006#230468
Whalen, Bruce W.#SD#0#Republican#2006#97864
Rudebusch, Larry#SD#0#Libertarian#2006#5230
Davis, David#TN#1#Republican#2006#108336
