Year#District/State#Candidate Name#Vote Total#
2014#22 CA#"Augilera-Marrero, Suzanna ""Sam"" Democratic"#37289#
2014#23 CA#McCarthy, Kevin Republican#100317#
2014#23 CA#Garcia, Raul Democratic#33726#
2014#24 CA#Capps, Lois Democratic#103228#
2014#24 CA#Mitchum, Chris Republican#95566#
2014#25 CA#Knight, Steve Republican#60847#
2014#25 CA#Strickland, Tony Republican#53225#
2014#26 CA#Brownley, Julia Democratic#87176#
2014#26 CA#Gorell, Jeff Republican#82653#
2014#27 CA#Chu, Judy Democratic#75728#
2014#27 CA#Orswell, Jack Republican#51852#
2014#28 CA#Schiff, Adam B. Democratic#91996#
2014#28 CA#Stokes, Steve No Party Preference#28268#
2014#29 CA#Cardenas, Tony Democratic#50096#
2014#29 CA#Leader, William O'Callaghan Republican#17045#
2014#30 CA#Sherman, Brad Democratic#86568#
2014#30 CA#Reed, Mark S. Republican#45315#
2014#31 CA#Aguilar, Pete Democratic#51622#
2014#31 CA#Chabot, Paul Republican#48162#
2014#32 CA#Napolitano, Grace F. Democratic#50353#
2014#32 CA#Alas, Arturo Enrique Republican#34053#
2014#33 CA#Lieu, Ted Democratic#108331#
2014#33 CA#Carr, Elan Republican#74700#
2014#34 CA#Becerra, Xavier Democratic#44697#
2014#34 CA#Edwards, Adrienne Nicole Democratic#16924#
2014#35 CA#Torres, Norma J. Democratic#39502#
2014#35 CA#Gagnier, Christina Democratic#22753#
2014#36 CA#Ruiz, Raul Democratic#72682#
2014#36 CA#Nestande, Brian Republican#61457#
2014#37 CA#Bass, Karen Democratic#96787#
2014#37 CA#King, R. Adam Republican#18051#
2014#38 CA#Sanchez, Linda T. Democratic#58192#
2014#38 CA#Campos, Benjamin Republican#40288#
2014#39 CA#Royce, Ed Republican#91319#
2014#39 CA#Anderson, Peter O. Democratic#41906#
2014#40 CA#Roybal-Allard, Lucille Democratic#30208#
2014#40 CA#Sanchez, David Democratic#19171#
2014#41 CA#Takano, Mark Democratic#46948#
2014#41 CA#Adams, Steve Republican#35936#
2014#42 CA#Calvert, Ken Republican#74540#
2014#42 CA#Sheridan, Tim Democratic#38850#
2014#43 CA#Waters, Maxine Democratic#69681#
2014#43 CA#Wood, John, Jr. Republican#28521#
2014#44 CA#Hahn, Janice Democratic#59670#
2014#44 CA#Shbeita, Adam Write-In,Peace and Freedom,Peace and Freedom#9192#
2014#45 CA#Walters, Mimi Republican#106083#
2014#45 CA#Leavens, Drew E. Democratic#56819#
2014#46 CA#Sanchez, Loretta Democratic#49738#
2014#46 CA#Nick, Adam Republican#33577#
2014#47 CA#Lowenthal, Alan Democratic#69091#
2014#47 CA#Whallon, Andy Republican#54309#
2014#48 CA#Rohrabacher, Dana Republican#112082#
2014#48 CA#Savary, Suzanne Joyce Democratic#62713#
2014#49 CA#Issa, Darrell Republican#98161#
2014#49 CA#Peiser, Dave Democratic#64981#
2014#50 CA#Hunter, Duncan D. Republican#111997#
2014#50 CA#Kimber, James H. Democratic#45302#
2014#51 CA#Vargas, Juan Democratic#56373#
2014#51 CA#Meade, Stephen Republican#25577#
2014#52 CA#Peters, Scott Democratic#98826#
2014#52 CA#DeMaio, Carl Republican#92746#
2014#53 CA#Davis, Susan A. Democratic#87104#
2014#53 CA#Wilske, Larry A. Republican#60940#
2014#1 CO#DeGette, Diana Democratic#183281#
2014#1 CO#Walsh, Martin Republican#80682#
2014#1 CO#Atwood, Frank Libertarian#9292#
2014#1 CO#Stroud, Danny E. Unaffiliated#5236#
2014#1 CO#Kirschler, Daniel Write-In#2#
2014#1 CO#Blackburn, Logan Write-In#1#
2014#2 CO#Polis, Jared Democratic#196300#
2014#2 CO#Leing, George Republican#149645#
2014#3 CO#Tipton, Scott R. Republican#163011#
2014#3 CO#Tapia, Abel J. Democratic#100364#
2014#3 CO#Casida, Tisha T. Unaffiliated#11294#
2014#3 CO#Mero, Travis Libertarian#6472#
2014#4 CO#Buck, Ken Republican#185292#
2014#4 CO#Meyers, Vic Democratic#83727#
2014#4 CO#Loban, Jess Libertarian#9472#
2014#4 CO#Doherty, Grant Unaffiliated#8016#
2014#5 CO#Lamborn, Doug Republican#157182#
2014#5 CO#Halter, Irv Democratic#105673#
2014#6 CO#Coffman, Mike Republican#143467#
2014#6 CO#Romanoff, Andrew Democratic#118847#
2014#6 CO#Olsen, Norm Libertarian#8623#
2014#6 CO#Swing, Gary Green#5503#
2014#7 CO#Perlmutter, Ed Democratic#148225#
2014#7 CO#Ytterberg, Don Republican#120918#
2014#1 CT#Larson, John B. Democratic,Working Families#135825#
2014#1 CT#Corey, Matthew M. Republican#78609#
2014#1 CT#Russell, Jeffery Green#3447#
2014#2 CT#Courtney, Joe Democratic,Working Families#141948#
2014#2 CT#Hopkins-Cavanagh, Lori Republican#80837#
2014#2 CT#Clyde, William C. Green#2549#
2014#2 CT#Reale, Daniel Libertarian#2602#
2014#3 CT#DeLauro, Rosa L. Democratic,Working Families#140485#
2014#3 CT#Brown, James E. Republican#69454#
2014#4 CT#Himes, Jim Democratic,Working Families#106873#
2014#4 CT#Debicella, Dan Republican,Independent Party#91922#
2014#4 CT#Miller, Stephen A. Write-In#3#
2014#4 CT#Pastore, Sophie E. Write-In#2#
2014#5 CT#Esty, Elizabeth Democratic,Working Families#113564#
2014#5 CT#Pistone, John J. Petitioning Candidate#1970#
2014#5 CT#Greenberg, Mark Republican,Independent Party#97767#
2014#0 DE#Carney, John C., Jr. Democratic#137251#
2014#0 DE#Izzo, Rose Republican#85146#
2014#0 DE#August, Bernard Green#4801#
2014#0 DE#Gesty, Scott Libertarian#4419#
2014#1 FL#Miller, Jeff Republican#165086#
2014#1 FL#Bryan, Jim Democratic#54976#
2014#1 FL#Wichern, Mark No Party Affiliation#15281#
2014#2 FL#Graham, Gwen Democratic#126096#
2014#2 FL#Southerland, Steve Republican#123262#
2014#2 FL#Lee, Luther Write-In#422#
2014#3 FL#Yoho, Ted Republican#148691#
2014#3 FL#Wheeler, Marihelen Democratic#73910#
2014#3 FL#Lawson, Howard Term Limits No Party Affiliation#6208#
2014#4 FL#Crenshaw, Ander Republican#177887#
2014#4 FL#Moser-Bartlett, Paula No Party Affiliation#35663#
2014#4 FL#Koniz, Gary L. No Party Affiliation#13690#
2014#4 FL#Pueschel, Deborah Katz Write-In#13#
2014#5 FL#Brown, Corrine Democratic#112340#
2014#5 FL#Smith, Glo Republican#59237#
2014#6 FL#DeSantis, Ron Republican#166254#
2014#6 FL#Cox, David Democratic#99563#
2014#7 FL#Mica, John Republican#144474#
2014#7 FL#Neuman, Wes Democratic#73011#
2014#7 FL#Krulick, Al No Party Affiliation#9679#
2014#8 FL#Posey, Bill Republican#180728#
2014#8 FL#Rothblatt, Gabriel Democratic#93724#
2014#8 FL#Duncan, Christopher L., Jr Write-In#61#
2014#9 FL#Grayson, Alan Democratic#93850#
2014#9 FL#Platt, Carol Republican#74963#
2014#9 FL#Milakovich, Marko No Party Affiliation#5060#
2014#9 FL#Ray, Leon Leo Write-In#5#
2014#10 FL#Webster, Daniel Republican#143128#
2014#10 FL#McKenna, Michael Democratic#89426#
2014#10 FL#Falstad, David B. Write-In#20#
2014#11 FL#"Nugent, Richard B. ""Rich"" Republican"#181508#
2014#11 FL#Koller, Dave Democratic#90786#
2014#12 FL#Bilirakis, Gus Michael Republican#Unopposed#
2014#13 FL#Jolly, David W. Republican#168172#
2014#13 FL#Overby, Lucas Libertarian Party of Florida#55318#
2014#13 FL#Levinson, Michael Stephen Write-In#86#
2014#14 FL#Castor, Kathy Democratic#Unopposed#
2014#15 FL#Ross, Dennis A. Republican#128750#
2014#15 FL#Cohn, Alan M. Democratic#84832#
2014#16 FL#Buchanan, Vern Republican#169126#
2014#16 FL#Lawrence, Henry Democratic#105483#
2014#16 FL#Newman, Joe Write-In#220#
2014#17 FL#Rooney, Tom Republican#141493#
2014#17 FL#Bronson, Will Democratic#82263#
2014#18 FL#Murphy, Patrick Democratic#151478#
2014#18 FL#Domino, Carl J. Republican#101896#
2014#19 FL#Clawson, Curt Republican#159354#
2014#19 FL#Freeman, April Democratic#80824#
2014#19 FL#Netherwood, Ray Libertarian Party of Florida#6671#
2014#19 FL#Rossano, Timothy J. Write-In#12#
2014#20 FL#Hastings, Alcee L. Democratic#128498#
2014#20 FL#Bonner, Jay Republican#28968#
2014#21 FL#Deutch, Ted Democratic#153395#
2014#21 FL#Trout, W. Michael Write-In#575#
2014#22 FL#Frankel, Lois Democratic#125404#
2014#22 FL#Spain, Paul Republican#90685#
2014#22 FL#Schamis, Raymond Write-In#7#
2014#23 FL#Schultz, Debbie Wasserman Democratic#103269#
2014#23 FL#"Kaufman, Joseph ""Joe"" Republican"#61519#
2014#24 FL#Wilson, Frederica S. Democratic#129192#
2014#24 FL#Neree, Dufirstson Julio Republican#15239#
2014#24 FL#Fernandez, Luis E. No Party Affiliation#5487#
2014#25 FL#Diaz-Balart, Mario Republican#Unopposed#
2014#26 FL#Curbelo, Carlos Republican#83031#
2014#26 FL#Garcia, Joe Democratic#78306#
2014#27 FL#Ros-Lehtinen, Ileana Republican#Unopposed#
2014#1 GA#"Carter, E. L. ""Buddy"" Republican"#95337#
2014#1 GA#Reese, Brian Corwin Democratic#61175#
2014#2 GA#Bishop, Sanford D. Democratic#96363#
2014#2 GA#"Duke, Gregory P. ""Greg"" Republican"#66537#
2014#3 GA#Westmoreland, Lynn Acton Republican#156277#
2014#4 GA#"Johnson, Henry C. ""Hank,"" Jr. Democratic"#161211#
2014#4 GA#Davis, Raymond L. Write-In#109#
2014#5 GA#Lewis, John R. Democratic#170326#
2014#6 GA#"Price, Thomas E. ""Tom"" Republican"#139018#
2014#6 GA#Montigel, Robert G. Democratic#71486#
2014#7 GA#"Woodall, William Robert ""Rob"" Republican"#113557#
2014#7 GA#Wight, Thomas Dee Democratic#60112#
2014#8 GA#Scott, James Austin Republican#129938#
2014#8 GA#Cain, Ronald L. Write-In#119#
2014#9 GA#"Collins, Douglas Allen ""Doug"" Republican"#146059#
2014#9 GA#Vogel, David Donald Democratic#34988#
2014#10 GA#Hice, Jody B. Republican#130703#
2014#10 GA#"Dious, Ivory Kenneth ""Ken"" Democratic"#65777#
2014#11 GA#Loudermilk, Barry D. Republican#161532#
2014#12 GA#"Allen, Richard ""Rick"" Republican"#91336#
2014#12 GA#Barrow, John Jenkins Democratic#75478#
2014#13 GA#Scott, David Albert Democratic#159445#
2014#14 GA#"Graves, John Thomas ""Tom"" Republican"#118782#
2014#1 HI#Takai, Mark Democratic#93390#
2014#1 HI#Djou, Charles Republican#86454#
2014#2 HI#Gabbard, Tulsi Democratic#142010#
2014#2 HI#Crowley, Kawika Republican#33630#
2014#2 HI#Kent, Joe Libertarian#4693#
2014#1 ID#Labrador, Raul R. Republican#143580#
2014#1 ID#McCandless, Reed C. Republican,Write-In#7#
2014#1 ID#Ringo, Shirley G. Democratic#77277#
2014#2 ID#Simpson, Mike Republican#131492#
2014#2 ID#Stallings, Richard Democratic#82801#
2014#1 IL#Rush, Bobby L. Democratic#162268#
2014#1 IL#Tillman, Jimmy Lee Republican#59749#
2014#2 IL#Kelly, Robin Democratic#160337#
2014#2 IL#Wallace, Eric M. Republican#43799#
2014#2 IL#Wallace, Marcus Write-In#130#
2014#3 IL#Lipinski, Daniel William Democratic#116764#
2014#3 IL#Brannigan, Sharon M. Republican#64091#
2014#4 IL#Gutierrez, Luis V. Democratic#79666#
2014#4 IL#Concepcion, Hector Republican#22278#
2014#5 IL#Quigley, Mike Democratic#116364#
2014#5 IL#Kolber, Vince Republican#56350#
2014#5 IL#Wade, Nancy Green#11305#
2014#6 IL#Roskam, Peter J. Republican#160287#
2014#6 IL#Mason, Michael Democratic#78465#
2014#7 IL#Davis, Danny K. Democratic#155110#
2014#7 IL#Bumpers, Robert L. Republican#27168#
2014#8 IL#Duckworth, Tammy Democratic#84178#
2014#8 IL#Kaifesh, Larry Republican#66878#
2014#9 IL#Schakowsky, Janice D. Democratic#141000#
2014#9 IL#Atanus, Susanne Republican#72384#
2014#9 IL#Collins, Phil Write-In#66#
2014#10 IL#Dold, Robert Republican#95992#
2014#10 IL#Schneider, Brad Democratic#91136#
2014#11 IL#Foster, Bill Democratic#93436#
2014#11 IL#Senger, Darlene Republican#81335#
2014#11 IL#"Vlakancic, Constant ""Connor"" Write-In"#1#
2014#12 IL#Bost, Mike Republican#110038#
2014#12 IL#"Enyart, William L. ""Bill"" Democratic"#87860#
2014#12 IL#Bradshaw, Paula Green#11840#
2014#13 IL#Davis, Rodney Republican#123337#
2014#13 IL#Callis, Ann E. Democratic#86935#
2014#14 IL#"Hultgren, Randall M. ""Randy"" Republican"#145369#
2014#14 IL#Anderson, Dennis Democratic#76861#
2014#15 IL#Shimkus, John M. Republican#166274#
2014#15 IL#Thorsland, Eric Democratic#55652#
2014#16 IL#Kinzinger, Adam Republican#153388#
2014#16 IL#Olsen, Randall Wayne Democratic#63810#
2014#17 IL#Bustos, Cheri Democratic#110560#
2014#17 IL#Schilling, Bobby Republican#88785#
2014#17 IL#Fawell, Bill Write-In#16#
2014#18 IL#Schock, Aaron Republican#184363#
2014#18 IL#Miller, Darrel Democratic#62377#
2014#1 IN#Visclosky, Peter J. Democratic#86579#
2014#1 IN#Leyva, Mark Republican#51000#
2014#1 IN#Dunn, Donna T. Libertarian#4714#
2014#2 IN#Walorski, Jackie Republican#85583#
2014#2 IN#Bock, Joe Democratic#55590#
2014#2 IN#Petermann, Jeff Libertarian#4027#
2014#3 IN#Stutzman, Marlin A. Republican#102889#
2014#3 IN#Kuhnle, Justin Democratic#39771#
2014#3 IN#Wise, Scott Libertarian#6133#
2014#4 IN#Rokita, Todd Republican#94998#
2014#4 IN#Dale, John Democratic#47056#
2014#5 IN#Brooks, Susan Republican#105277#
2014#5 IN#Denney, Shawn A. Democratic#49756#
2014#5 IN#Krom, John Libertarian#6407#
2014#6 IN#Messer, Luke Republican#102187#
2014#6 IN#Heitzman, Susan Hall Democratic#45509#
2014#6 IN#Miller, Eric Libertarian#7375#
2014#7 IN#Carson, André Democratic#61443#
2014#7 IN#Ping, Catherine (Cat) Republican#46887#
2014#7 IN#Mayo, Chris Libertarian#3931#
2014#8 IN#Bucshon, Larry D. Republican#103344#
2014#8 IN#Spangler, Tom Democratic#61384#
2014#8 IN#Horning, Andrew Libertarian#6587#
2014#9 IN#Young, Todd Republican#101594#
2014#9 IN#Bailey, Bill Democratic#55016#
2014#9 IN#Frey, R. Mike Libertarian#5777#
2014#1 IA#Blum, Rod Republican#147762#
2014#1 IA#Murphy, Pat Democratic#141145#
2014#2 IA#Loebsack, Dave Democratic#143431#
2014#2 IA#Miller-Meeks, Mariannette Republican#129455#
2014#3 IA#Young, David Republican#148814#
2014#3 IA#Appel, Staci Democratic#119109#
2014#3 IA#Wright, Edward B. Libertarian#9054#
2014#3 IA#Holder, Bryan Jack None#4360#
2014#4 IA#King, Steve Republican#169834#
2014#4 IA#Mowrer, Jim Democratic#105504#
2014#1 KS#Huelskamp, Tim Republican#138764#
2014#1 KS#Sherow, James E. Democratic#65397#
2014#2 KS#Jenkins, Lynn Republican#128742#
2014#2 KS#Wakefield, Margie Democratic#87153#
2014#2 KS#Clemmons, Christopher Libertarian#9791#
2014#3 KS#Yoder, Kevin Republican#134493#
2014#3 KS#Kultala, Kelly Democratic#89584#
2014#4 KS#Pompeo, Mike Republican#138757#
2014#4 KS#Schuckman, Perry L. Democratic#69396#
2014#1 KY#Whitfield, Ed Republican#173022#
2014#1 KY#Hatchett, Charles Kendall Democratic#63596#
2014#2 KY#Guthrie, S. Brett Republican#156936#
2014#2 KY#Leach, Ron Democratic#69898#
2014#3 KY#Yarmuth, John A. Democratic#157056#
2014#3 KY#Macfarlane, Michael Republican#87981#
2014#3 KY#Puccetti, Gregory Peter Independent#2318#
2014#4 KY#Massie, Thomas Republican#150464#
2014#4 KY#Newberry, Peter Democratic#71694#
2014#5 KY#"Rogers, Harold ""Hal"" Republican"#171350#
2014#5 KY#Stepp, Kenneth S. Democratic#47617#
2014#6 KY#Barr, Andy Republican#147404#
2014#6 KY#Jensen, Elisabeth Democratic#98290#
2014#1 LA#Scalise, Steve Republican#189250#
2014#1 LA#"Mendoza, M.V. ""Vinny"" Democratic"#24761#
2014#1 LA#Dugas, Lee A. Democratic#21286#
2014#1 LA#"Sanford, Jeffry ""Jeff"" Libertarian"#8707#
2014#2 LA#Richmond, Cedric Democratic#152201#
2014#2 LA#Landrieu, Gary Democratic#37805#
2014#2 LA#Brooks, David No Party Affiliation#16327#
2014#2 LA#Davenport, Samuel Libertarian#15237#
2014#3 LA#Boustany, Charles W., Jr. Republican#185867#
2014#3 LA#Richard, Russell No Party Affiliation#28342#
2014#3 LA#Barrilleaux, Bryan Republican#22059#
2014#4 LA#Fleming, John Republican#152683#
2014#4 LA#Lord, Randall Libertarian#55236#
2014#5 LA#Abraham, Ralph Lee Republican#55489#
2014#5 LA#"Mayo,""Jamie"" Democratic"#67611#
2014#5 LA#"Dasher,""Zach"" Republican"#53628#
2014#5 LA#McAllister, Vance M. Republican#26606#
2014#5 LA#Holloway, Clyde C. Republican#17877#
2014#5 LA#Brown, Harris Republican#9890#
2014#5 LA#"Tarpley,""Ed"" Republican"#4594#
2014#5 LA#Saucier, Charles Libertarian#2201#
2014#5 LA#Barron, Eliot S. Green#1655#
2014#6 LA#Graves, Garret Republican#70715#
2014#6 LA#Edwards, Edwin Democratic#77866#
2014#6 LA#Dietzel, Paul, II Republican#35024#
2014#6 LA#"Claitor,""Dan"" Republican"#26524#
2014#6 LA#Whitney, Lenar Republican#19151#
2014#6 LA#Lieberman, Richard Democratic#7309#
2014#6 LA#McCulloch, Craig Republican#5815#
2014#6 LA#"Bell, Robert Lamar ""Bob"" Republican"#5182#
2014#6 LA#Williams, Peter Democratic#4037#
2014#6 LA#Craig, Rufus Holt, Jr. Libertarian#3561#
2014#6 LA#"Clark, Norman ""Norm"" Republican"#1848#
2014#6 LA#"Thomas,""Trey"" Republican"#1447#
2014#1 ME#Pingree, Chellie Democratic#186674#
2014#1 ME#Misiuk, Isaac J. Republican#94751#
2014#1 ME#Murphy, Richard P. Independent#27410#
2014#1 ME#Others Write-In#63#
2014#2 ME#Poliquin, Bruce Republican#133308#
2014#2 ME#Cain, Emily Ann Democratic#118556#
2014#2 ME#Richardson, Blaine Independent#31336#
2014#2 ME#Others Write-In#248#
2014#1 MD#Harris, Andy Republican#176342#
2014#1 MD#Tilghman, Bill Democratic#73843#
2014#2 MD#Ruppersberger, C. A. Dutch Democratic#120412#
2014#2 MD#Banach, David Republican#70411#
2014#2 MD#Schlakman, Ian Green#5326#
2014#3 MD#Sarbanes, John Democratic#128594#
2014#3 MD#Long, Charles A. Republican#87029#
2014#4 MD#Edwards, Donna F. Democratic#134628#
2014#4 MD#Hoyt, Nancy Republican#54217#
2014#4 MD#Vohra, Arvin Libertarian#2795#
2014#5 MD#Hoyer, Steny H. Democratic#144725#
2014#5 MD#Chaffee, Chris Republican#80752#
2014#5 MD#Fritz, Dennis L. Write-In#227#
2014#6 MD#Delaney, John K. Democratic#94704#
2014#6 MD#Bongino, Dan Republican#91930#
2014#6 MD#Gluck, George Green#3762#
2014#7 MD#Cummings, Elijah Democratic#144639#
2014#7 MD#Vaughn, Carrogan R. Republican#55860#
2014#7 MD#Soffen, Scott Libertarian#6103#
2014#8 MD#Van Hollen, Chris Democratic#136722#
2014#8 MD#Young, Lih Democratic,Write-In#16#
2014#8 MD#Wallace, Dave Republican#87859#
2014#8 MD#Wildman, Andrew Jaye Write-In#102#
2014#1 MA#Neal, Richard E. Democratic#167612#
2014#1 MA#All Others Write-In#3498#
2014#2 MA#McGovern, James P. Democratic#169640#
2014#2 MA#All Others Write-In#3105#
2014#3 MA#Tsongas, Nicola S. Democratic#139104#
2014#3 MA#Wofford, Roseann L. Ehrhard Republican#81638#
2014#3 MA#All Others Write-In#204#
2014#4 MA#Kennedy, Joseph P., III Democratic#184158#
2014#4 MA#All Others Write-In#3940#
2014#5 MA#Clark, Katherine M. Democratic#182100#
2014#5 MA#All Others Write-In#3159#
2014#5 MA#Wilt, William F. Write-In#1#
2014#6 MA#Moulton, Seth W. Democratic#149638#
2014#6 MA#Tisei, Richard R. Republican#111989#
2014#6 MA#Stockwell, Christopher J. Independent#10373#
2014#6 MA#All Others Write-In#219#
2014#7 MA#Capuano, Michael E. Democratic#142133#
2014#7 MA#All Others Write-In#2413#
2014#8 MA#Lynch, Stephen F. Democratic#200644#
2014#8 MA#All Others Write-In#2707#
2014#9 MA#Keating, William Richard Democratic#140413#
2014#9 MA#Chapman, John C. Republican#114971#
2014#9 MA#All Others Write-In#157#
2014#1 MI#Benishek, Dan Republican#130414#
2014#1 MI#Cannon, Jerry Democratic#113263#
2014#1 MI#Gnadt, Loel Robert Libertarian#3823#
2014#1 MI#Boal, Ellis Green#2631#
2014#2 MI#Huizenga, Bill Republican#135568#
2014#2 MI#Vanderstelt, Dean Democratic#70851#
2014#2 MI#Welch, Ronald, II Libertarian#3877#
2014#2 MI#Graeser, Ronald E. U.S. Taxpayers Party#2776#
2014#3 MI#Amash, Justin Republican#125754#
2014#3 MI#Goodrich, Bob Democratic#84720#
2014#3 MI#Duncan, Tonya Green#6691#
2014#4 MI#Moolenaar, John Republican#123962#
2014#4 MI#Holmes, Jeff Democratic#85777#
2014#4 MI#Zimmer, George M. U.S. Taxpayers Party#4990#
2014#4 MI#White, Will Tyler Libertarian#4694#
2014#5 MI#Kildee, Daniel T. Democratic#148182#
2014#5 MI#Hardwick, Allen Republican#69222#
2014#5 MI#Jones, Harold H. Libertarian#4734#
2014#6 MI#Upton, Fred Republican#116801#
2014#6 MI#Clements, Paul Democratic#84391#
2014#6 MI#Lawrence, John M. Green#2254#
2014#6 MI#Hass, Erwin J. Libertarian#5530#
2014#7 MI#Walberg, Tim Republican#119564#
2014#7 MI#Byrnes, Pam Democratic#92083#
2014#7 MI#Proctor, Ken Libertarian#4531#
2014#7 MI#Swartout, David No Party Affiliation#4369#
2014#7 MI#Strawcutter, Rick U.S. Taxpayers Party#3138#
2014#8 MI#Bishop, Mike Republican#132739#
2014#8 MI#Schertzing, Eric Democratic#102269#
2014#8 MI#Weeks, James, II Libertarian#4557#
2014#8 MI#Casha, Jim Green#1880#
2014#8 MI#Burgess, Jeremy Natural Law Party#1680#
2014#9 MI#Levin, Sander Democratic#136342#
2014#9 MI#Brikho, George Republican#81470#
2014#9 MI#Creswell, Gregory Libertarian#4792#
2014#9 MI#McDermott, John V. Green#3153#
2014#10 MI#Miller, Candice S. Republican#157069#
2014#10 MI#Stadler, Chuck Democratic#67143#
2014#10 MI#Mikkelson, Harley Green#4480#
2014#11 MI#Trott, Dave Republican#140435#
2014#11 MI#McKenzie, Bobby Democratic#101681#
2014#11 MI#Tatar, John J. Libertarian#7711#
2014#11 MI#Bentivolio, Kerry Lynn Write-In#1411#
2014#12 MI#Dingell, Debbie Democratic#134346#
2014#12 MI#Bowman, Terry Republican#64716#
2014#12 MI#Walkowicz, Gary No Party Affiliation#5039#
2014#12 MI#Dashairya, Bhagwan Libertarian#2559#
2014#13 MI#Conyers, John, Jr. Democratic#132710#
2014#13 MI#Gorman, Jeff Republican#27234#
2014#13 MI#Sharer, Chris Libertarian#3537#
2014#13 MI#Johnson, Sam No Party Affiliation#3466#
2014#14 MI#Lawrence, Brenda Democratic#165272#
2014#14 MI#Barr, Christina L. Republican#41801#
2014#14 MI#Schwartz, Leonard Libertarian#3366#
2014#14 MI#Boyle, Stephen Green#1999#
2014#14 MI#Pruden, Calvin Write-In#30#
2014#1 MN#Walz, Tim Democratic-Farmer-Labor#122851#
2014#1 MN#Hagedorn, Jim Republican#103536#
2014#2 MN#Kline, John Republican#137778#
2014#2 MN#Obermueller, Mike Democratic-Farmer-Labor#95565#
2014#2 MN#Overby, Paula Independence#12319#
2014#3 MN#Paulsen, Erik Republican#167515#
2014#3 MN#Sund, Sharon Democratic-Farmer-Labor#101846#
2014#4 MN#McCollum, Betty Democratic-Farmer-Labor#147857#
2014#4 MN#Wahlgren, Sharna Republican#79492#
2014#4 MN#Thomas, Dave Independence#14059#
2014#5 MN#Ellison, Keith Democratic-Farmer-Labor#167079#
2014#5 MN#Daggett, Doug Republican#56577#
2014#5 MN#Bauer, Lee Independence#12001#
2014#6 MN#Emmer, Tom Republican#133328#
2014#6 MN#Perske, Joe Democratic-Farmer-Labor#90926#
2014#6 MN#Denney, John Independence#12457#
2014#7 MN#Peterson, Collin C. Democratic-Farmer-Labor#130546#
2014#7 MN#Westrom, Torrey Republican#109955#
2014#8 MN#Nolan, Rick Democratic-Farmer-Labor#129090#
2014#8 MN#Mills, Stewart Republican#125358#
2014#8 MN#Sandman, Ray Skip Green#11450#
2014#1 MS#Nunnelee, Alan Republican#102622#
2014#1 MS#Dickey, Ron E. Democratic#43713#
2014#1 MS#Bedwell, Danny Libertarian#3830#
2014#1 MS#Walley, Lajena Reform#946#
2014#2 MS#Thompson, Bennie G. Democratic#100688#
2014#2 MS#Ray, Troy Independent#36465#
2014#2 MS#Shoemake, Shelley Reform#11493#
2014#3 MS#Harper, Gregg Republican#117771#
2014#3 MS#Magee, Douglas MacArthur (Doug) Democratic#47744#
2014#3 MS#Gerrard, Roger Independent#3890#
2014#3 MS#Washer, Barbara Dale Reform#1541#
2014#4 MS#Palazzo, Steven McCarty Republican#108776#
2014#4 MS#Moore, Matt Democratic#37869#
2014#4 MS#Burleson, Cindy Independent#3684#
2014#4 MS#Robinson, Joey Libertarian#3473#
2014#4 MS#Jackson, Eli Reform#917#
2014#4 MS#Reich, Ed Independent#857#
2014#1 MO#Clay, Lacy Democratic#119315#
2014#1 MO#Elder, Daniel J. Republican#35273#
2014#1 MO#Cunningham, Robb E. Libertarian#8906#
2014#2 MO#Wagner, Ann Republican#148191#
2014#2 MO#Lieber, Arthur Democratic#75384#
2014#2 MO#Slantz, Bill Libertarian#7542#
2014#3 MO#Luetkemeyer, Blaine Republican#130940#
2014#3 MO#Denton, Courtney Democratic#52021#
2014#3 MO#Hedrick, Steven Libertarian#8593#
2014#3 MO#Davis, Harold Write-In#66#
2014#4 MO#Hartzler, Vicky Republican#120014#
2014#4 MO#Irvin, Nate Democratic#46464#
2014#4 MO#Young, Herschel L. Libertarian#9793#
2014#4 MO#Cowan, Gregory A. Write-In#15#
2014#5 MO#Cleaver, Emanuel, II Democratic#79256#
2014#5 MO#Turk, Jacob Republican#69071#
2014#5 MO#Welborn, Roy Libertarian#5308#
2014#6 MO#Graves, Sam Republican#124616#
2014#6 MO#Hedge, W.A. (Bill) Democratic#55157#
2014#6 MO#Monchil, Russ Libertarian#7197#
2014#7 MO#Long, Billy Republican#104054#
2014#7 MO#Evans, Jim Democratic#47282#
2014#7 MO#Craig, Kevin Libertarian#12584#
2014#7 MO#Bruce, Nikolas Write-In#32#
2014#7 MO#Hagerty, John C. Write-In#3#
2014#7 MO#Lindstedt, Martin Write-In#2#
2014#8 MO#Smith, Jason Republican#106124#
2014#8 MO#Stocker, Barbara Democratic#38721#
2014#8 MO#Hampton, Terry Independent#6821#
2014#8 MO#Enyart, Doug Constitution#3799#
2014#8 MO#Vandeven, Rick Libertarian#3759#
2014#0 MT#Zinke, Ryan Republican#203871#
2014#0 MT#Lewis, John Democratic#148690#
2014#0 MT#Fellows, Mike Libertarian#15402#
2014#1 NE#Fortenberry, Jeff Republican#123219#
2014#1 NE#Crawford, Dennis P. Democratic#55838#
2014#2 NE#Ashford, Brad Democratic#83872#
2014#2 NE#Terry, Lee Republican#78157#
2014#2 NE#Laird, Steven Libertarian#9021#
2014#3 NE#Smith, Adrian Republican#139440#
2014#3 NE#Sullivan, Mark Democratic#45524#
